2016/5/4,-0.099176509,-0.084428223,-0.070103686,-0.059115455,-0.056211208,-0.052157114,-0.023796587,-0.019241724,-0.01094664,-0.009249586,-0.007912461,-0.003586503,-0.000802107,-0.000295921,0.001212332,0.006325816,0.008740325,0.008765359,0.009807109,0.012587366,0.014988547,0.017754555,0.01909457,0.019297168,0.019541056,0.021222122,0.035307303,0.040917666,0.045952361,0.05551105,0.063159241,0.101984692,0.155586966
2016/5/10,-0.118793071,-0.083667549,-0.081389254,-0.067097051,-0.060554081,-0.051563076,-0.045256329,-0.026868817,-0.025470309,-0.021414966,-0.016977769,-0.015050284,-0.013824021,-0.012455657,-0.006423403,-0.005741465,-0.001601649,-0.000386311,-0.000144567,0.00065987,0.000768686,0.001990731,0.002976808,0.003235951,0.004687112,0.009728043,0.01533015,0.015858227,0.029623034,0.03585157,0.042046448,0.049455456,0.118326388
2016/5/17,-0.083650809,-0.072967848,-0.07256759,-0.060285511,-0.057158858,-0.054314567,-0.052981701,-0.039166885,-0.037907412,-0.024499283,-0.013277751,-0.01120956,-0.009646548,-0.00926351,-0.008886749,-0.00857346,-0.004203379,-0.001536683,0.001527459,0.001949335,0.002439075,0.003319788,0.004632545,0.005376463,0.005559495,0.006188671,0.011974783,0.021004651,0.028053906,0.032037833,0.038506194,0.060557222,0.138755501
2016/5/24,-0.115970789,-0.109493036,-0.087490338,-0.084579,-0.077323482,-0.077247378,-0.077203778,-0.055883386,-0.047869085,-0.042782215,-0.034970325,-0.02739613,-0.016936842,-0.016618809,-0.015621463,-0.0100262,-0.008303087,-0.008191957,-0.000888442,-0.000646723,-0.000506015,0.001811273,0.002915283,0.002949526,0.013731029,0.014491672,0.017437526,0.0176297,0.019472857,0.023195824,0.040207505,0.05838295,0.09610831
2016/5/31,-0.090874998,-0.080496353,-0.075244471,-0.066982083,-0.055831276,-0.050210348,-0.049197422,-0.045915579,-0.045459987,-0.038462518,-0.032994588,-0.028451794,-0.013013788,-0.012645849,-0.011392285,-0.007469968,-0.003725169,0.000230294,0.00488558,0.005492861,0.009198779,0.013032961,0.013353431,0.014091614,0.01493378,0.016199639,0.01790543,0.018152129,0.018218622,0.043752349,0.052664612,0.057296967,0.085021836
2016/6/7,-0.064059079,-0.0639702,-0.061645007,-0.05828047,-0.05060828,-0.042315511,-0.040458052,-0.035467131,-0.034332567,-0.03413379,-0.032173027,-0.019766115,-0.011406698,-0.0102087,-0.009699884,-0.003695442,-0.003684185,-0.000568175,0.003815292,0.004708831,0.004971175,0.007231963,0.011403702,0.013012501,0.014660214,0.016729529,0.017362094,0.020581718,0.041325018,0.045291708,0.047694349,0.072859271,0.093142704
2016/6/14,-0.063373592,-0.054635548,-0.046662486,-0.046036772,-0.04281192,-0.041503923,-0.040885333,-0.038875254,-0.035581359,-0.029836888,-0.017556464,-0.011856739,-0.011285079,-0.006176017,-0.003020478,-0.00242641,0.000491707,0.005193037,0.0058653,0.007951151,0.008410034,0.009936024,0.012980052,0.01404295,0.015136964,0.018034149,0.020540257,0.027782036,0.033569475,0.040089298,0.059132261,0.086127096,0.090033873
2016/6/21,-0.079995362,-0.070202395,-0.069909576,-0.069413024,-0.062646998,-0.061177727,-0.058663452,-0.042701475,-0.041716237,-0.029445631,-0.029379356,-0.019983887,-0.01501261,-0.009629534,-0.008419023,-0.006714234,-0.003289184,-0.003180859,-0.002891305,0.004039193,0.004479343,0.009995008,0.014375624,0.016164494,0.017669301,0.020518639,0.020580511,0.031576478,0.037747594,0.046911537,0.060414504,0.134493028,0.141736868
2016/6/28,-0.085726865,-0.075144596,-0.045964577,-0.0395535,-0.037916111,-0.032653866,-0.031619572,-0.031583407,-0.028564635,-0.024425739,-0.023639806,-0.016614886,-0.009868189,-0.008464653,-0.004319025,0.002125319,0.002918557,0.004290844,0.008025317,0.011189114,0.01659181,0.017690635,0.01942661,0.020515926,0.020659914,0.025675744,0.028931662,0.032574705,0.045796665,0.049868619,0.072400759,0.151494915,0.165285736
2016/7/5,-0.073645137,-0.06731038,-0.040277559,-0.034159557,-0.029390071,-0.029099793,-0.020521813,-0.01973576,-0.008009195,-0.007145455,-0.006143506,-0.000126832,0.001780047,0.002085226,0.003637805,0.005058291,0.007674498,0.008198399,0.009360768,0.016881958,0.01993124,0.024265249,0.024404358,0.025677409,0.034876139,0.038201964,0.056486673,0.064250458,0.068493607,0.070144661,0.076738636,0.117047782,0.203111626
2016/7/12,-0.078050436,-0.077959209,-0.059819142,-0.051876597,-0.048960819,-0.047716501,-0.044312171,-0.044133793,-0.034895448,-0.028362389,-0.012945844,-0.008453953,-0.004863079,-0.003622742,0.001671456,0.002196908,0.003775594,0.004294916,0.005471817,0.011788078,0.013430109,0.018621643,0.019107086,0.024300181,0.025697804,0.029159069,0.036432741,0.038414945,0.042725601,0.04333057,0.07371472,0.082733589,0.138398871
2016/7/19,-0.118278386,-0.115568403,-0.077116077,-0.065090095,-0.063811286,-0.059570588,-0.050980087,-0.038558876,-0.031667992,-0.028337637,-0.026243346,-0.008379697,-0.006107504,-5.31E-06,6.62E-05,0.004749578,0.004945866,0.008112847,0.009387092,0.009669971,0.016257547,0.01845871,0.020762167,0.021598951,0.025362552,0.041568323,0.045153657,0.05650793,0.060780161,0.061453252,0.071963219,0.091351483,0.146652164
